name,department,,,,,,,,,,,,,,,,,,
先天性二尖瓣畸形,心胸外科 儿科,,,,,,,,,,,,,,,,,,
心-耳综合征,心胸外科 耳鼻喉科,,,,,,,,,,,,,,,,,,
肋骨骨折,心胸外科 骨科,,,,,,,,,,,,,,,,,,
感染性肋软骨炎,心胸外科 骨科,,,,,,,,,,,,,,,,,,
无菌性肋软骨炎,心胸外科 骨科,,,,,,,,,,,,,,,,,,
肋骨骨髓炎,心胸外科 骨科,,,,,,,,,,,,,,,,,,
胸骨骨髓炎,心胸外科 骨科,,,,,,,,,,,,,,,,,,
自发性气胸,心胸外科 呼吸内科,,,,,,,,,,,,,,,,,,
恶性胸腔积液,心胸外科 呼吸内科,,,,,,,,,,,,,,,,,,
胸壁结核,心胸外科 呼吸内科,,,,,,,,,,,,,,,,,,
肺隔离症,心胸外科 呼吸内科,,,,,,,,,,,,,,,,,,
胸壁深部软组织感染,心胸外科 呼吸内科,,,,,,,,,,,,,,,,,,
胸部放线菌病,心胸外科 呼吸内科,,,,,,,,,,,,,,,,,,
猝死,心胸外科 急诊科,,,,,,,,,,,,,,,,,,
气管梗阻,心胸外科 内科,,,,,,,,,,,,,,,,,,
食管念珠菌感染,心胸外科 内科,,,,,,,,,,,,,,,,,,
室间隔膜部瘤,心胸外科 普外科,,,,,,,,,,,,,,,,,,
伤寒性心肌炎,心胸外科 普外科,,,,,,,,,,,,,,,,,,
先天性食管重复,心胸外科 普外科,,,,,,,,,,,,,,,,,,
鸡胸,心胸外科 外科,,,,,,,,,,,,,,,,,,
胸腔积液,心胸外科 外科,,,,,,,,,,,,,,,,,,
漏斗胸,心胸外科 外科,,,,,,,,,,,,,,,,,,
胸骨骨折,心胸外科 外科,,,,,,,,,,,,,,,,,,
慢性脓胸,心胸外科 外科,,,,,,,,,,,,,,,,,,
先天性膈疝,心胸外科 外科,,,,,,,,,,,,,,,,,,
急性脓胸,心胸外科 外科,,,,,,,,,,,,,,,,,,
右心室双出口,心胸外科 外科,,,,,,,,,,,,,,,,,,
继发性纵隔感染,心胸外科 外科,,,,,,,,,,,,,,,,,,
血胸,心胸外科 外伤科,,,,,,,,,,,,,,,,,,
创伤性气胸,心胸外科 外伤科,,,,,,,,,,,,,,,,,,
创伤性窒息,心胸外科 外伤科,,,,,,,,,,,,,,,,,,
穿透性心脏外伤,心胸外科 外伤科,,,,,,,,,,,,,,,,,,
食管裂孔疝,心胸外科 消化内科,,,,,,,,,,,,,,,,,,
食管憩室,心胸外科 消化内科,,,,,,,,,,,,,,,,,,
急性心肌梗死,心胸外科 心血管内科,,,,,,,,,,,,,,,,,,
主动脉夹层,心胸外科 心血管内科,,,,,,,,,,,,,,,,,,
急性心力衰竭,心胸外科 心血管内科,,,,,,,,,,,,,,,,,,
心室间隔缺损,心胸外科 心血管内科,,,,,,,,,,,,,,,,,,
风湿性二尖瓣狭窄,心胸外科 心血管内科,,,,,,,,,,,,,,,,,,
缩窄性心包炎,心胸外科 心血管内科,,,,,,,,,,,,,,,,,,
室性心动过速,心胸外科 心血管内科,,,,,,,,,,,,,,,,,,
房性心动过速,心胸外科 心血管内科,,,,,,,,,,,,,,,,,,
心包囊肿,心胸外科 心血管内科,,,,,,,,,,,,,,,,,,
心内膜炎,心胸外科 心血管内科,,,,,,,,,,,,,,,,,,
老年人主动脉夹层分离,心胸外科 心血管内科,,,,,,,,,,,,,,,,,,
胸主动脉夹层动脉瘤,心胸外科 血管外科,,,,,,,,,,,,,,,,,,
风湿性二尖瓣关闭不全,心胸外科 血管外科,,,,,,,,,,,,,,,,,,
胸壁静脉炎,心胸外科 血管外科,,,,,,,,,,,,,,,,,,
胸主动脉瘤,心胸外科 血管外科,,,,,,,,,,,,,,,,,,
肺动静脉瘤,心胸外科 血管外科,,,,,,,,,,,,,,,,,,
胸腹主动脉动脉瘤,心胸外科 血管外科,,,,,,,,,,,,,,,,,,
冠状动脉异常起源主动脉,心胸外科 血管外科,,,,,,,,,,,,,,,,,,
腹腔干动脉瘤,心胸外科 血管外科,,,,,,,,,,,,,,,,,,
冠状动脉终止异常,心胸外科 血管外科,,,,,,,,,,,,,,,,,,
老年人主动脉瘤,心胸外科 血管外科,,,,,,,,,,,,,,,,,,
感染性腹主动脉瘤,心胸外科 血管外科,,,,,,,,,,,,,,,,,,
血气胸,心胸外科 中医科,,,,,,,,,,,,,,,,,,
胸腺瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
原发气管支气管肿瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
老年人食管癌,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
肺转移瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
肺部少见的恶性肿瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
膈肌麻痹,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
胸腺囊肿,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
食管乳头状瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
恶性间皮瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
肺错构瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
心肌梗塞并发左心室室壁瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
食管血管瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
肺转移性肿瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
食管其他恶性肿瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
原发性纵隔肿瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
转移性胸膜肿瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
胸壁软组织肿瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
纵隔囊肿及肿瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
肺假性淋巴瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
胸腺类癌,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
纵隔间叶源性肿瘤及其他肿瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
纵隔霍奇金淋巴瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
胸壁骨肿瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
原发性食管恶性黑色素瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
心脏横纹肌瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
心包肿瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
纵隔畸胎瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
神经鞘源性肿瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
胸腺小细胞癌,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
植物神经系统肿瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
纵隔神经鞘源性肿瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
左房恶性黏液瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
心包间皮瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
心包转移瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
心脏乳头样弹性纤维瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
纵隔非霍奇金淋巴瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
原发性心脏肿瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
右心房与下腔静脉平滑肌瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
外伤性乳糜胸,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
心包胸腺瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
先天性主动脉瓣窦动脉瘤破裂,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
左心室恶性施万瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
小儿纵隔囊肿及肿瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
心脏转移性恶性黑色素瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
纵隔非霍奇金恶性淋巴肿瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
纵隔副神经节起源的肿瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
原发性心脏淋巴瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
心脏转移瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
原发性心脏横纹肌肉瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
心包内恶性畸胎瘤,心胸外科 肿瘤科,,,,,,,,,,,,,,,,,,
低血压,心血管内科,,,,,,,,,,,,,,,,,,
窦性心动过缓,心血管内科,,,,,,,,,,,,,,,,,,
肺动脉高压,心血管内科,,,,,,,,,,,,,,,,,,
房颤,心血管内科,,,,,,,,,,,,,,,,,,
高血压危象,心血管内科,,,,,,,,,,,,,,,,,,
病毒性心肌炎,心血管内科,,,,,,,,,,,,,,,,,,
心肌桥,心血管内科,,,,,,,,,,,,,,,,,,
窦性心律不齐,心血管内科,,,,,,,,,,,,,,,,,,
心包积液,心血管内科,,,,,,,,,,,,,,,,,,
右束支传导阻滞,心血管内科,,,,,,,,,,,,,,,,,,
心力衰竭,心血管内科,,,,,,,,,,,,,,,,,,
原发性高血压,心血管内科,,,,,,,,,,,,,,,,,,
缺血性心肌病,心血管内科,,,,,,,,,,,,,,,,,,
一度房室传导阻滞,心血管内科,,,,,,,,,,,,,,,,,,
不稳定型心绞痛,心血管内科,,,,,,,,,,,,,,,,,,
继发性高血压,心血管内科,,,,,,,,,,,,,,,,,,
阿斯综合征,心血管内科,,,,,,,,,,,,,,,,,,
左前分支传导阻滞,心血管内科,,,,,,,,,,,,,,,,,,
左束支传导阻滞,心血管内科,,,,,,,,,,,,,,,,,,
室性期前收缩,心血管内科,,,,,,,,,,,,,,,,,,
二度房室传导阻滞,心血管内科,,,,,,,,,,,,,,,,,,
充血性心力衰竭,心血管内科,,,,,,,,,,,,,,,,,,
早期复极综合征,心血管内科,,,,,,,,,,,,,,,,,,
感染性心内膜炎,心血管内科,,,,,,,,,,,,,,,,,,
过敏性血管炎,心血管内科,,,,,,,,,,,,,,,,,,
无症状型心肌缺血,心血管内科,,,,,,,,,,,,,,,,,,
心房扑动,心血管内科,,,,,,,,,,,,,,,,,,
心源性休克,心血管内科,,,,,,,,,,,,,,,,,,
三度房室传导阻滞,心血管内科,,,,,,,,,,,,,,,,,,
变异型心绞痛,心血管内科,,,,,,,,,,,,,,,,,,
房性期前收缩,心血管内科,,,,,,,,,,,,,,,,,,
恶性高血压,心血管内科,,,,,,,,,,,,,,,,,,
老年收缩期高血压,心血管内科,,,,,,,,,,,,,,,,,,
家族性高胆固醇血症,心血管内科,,,,,,,,,,,,,,,,,,
β受体亢进症,心血管内科,,,,,,,,,,,,,,,,,,
马方综合征,心血管内科,,,,,,,,,,,,,,,,,,
动脉栓塞,心血管内科,,,,,,,,,,,,,,,,,,
白大衣高血压,心血管内科,,,,,,,,,,,,,,,,,,
急性左心衰,心血管内科,,,,,,,,,,,,,,,,,,
心包炎,心血管内科,,,,,,,,,,,,,,,,,,
稳定型心绞痛,心血管内科,,,,,,,,,,,,,,,,,,
假性高血压,心血管内科,,,,,,,,,,,,,,,,,,
无痛性心肌梗死,心血管内科,,,,,,,,,,,,,,,,,,
高心病,心血管内科,,,,,,,,,,,,,,,,,,
窦房传导阻滞,心血管内科,,,,,,,,,,,,,,,,,,
高脂蛋白血症,心血管内科,,,,,,,,,,,,,,,,,,
X综合征,心血管内科,,,,,,,,,,,,,,,,,,
心动过速性心肌病,心血管内科,,,,,,,,,,,,,,,,,,
上腔静脉综合征,心血管内科,,,,,,,,,,,,,,,,,,
原发性肺动脉高压,心血管内科,,,,,,,,,,,,,,,,,,
短P-R综合征,心血管内科,,,,,,,,,,,,,,,,,,
肾实质性高血压,心血管内科,,,,,,,,,,,,,,,,,,
非ST段抬高心肌梗死,心血管内科,,,,,,,,,,,,,,,,,,
绝经与心血管疾病,心血管内科,,,,,,,,,,,,,,,,,,
青年心肌梗死,心血管内科,,,,,,,,,,,,,,,,,,
难治性心力衰竭,心血管内科,,,,,,,,,,,,,,,,,,
舒张性心力衰竭,心血管内科,,,,,,,,,,,,,,,,,,
左后分支传导阻滞,心血管内科,,,,,,,,,,,,,,,,,,
起搏器综合征,心血管内科,,,,,,,,,,,,,,,,,,
致心律失常性右室心肌病,心血管内科,,,,,,,,,,,,,,,,,,
原发性直立性低血压,心血管内科,,,,,,,,,,,,,,,,,,
高度房室传导阻滞,心血管内科,,,,,,,,,,,,,,,,,,
急性冠脉综合症,心血管内科,,,,,,,,,,,,,,,,,,
非阵发性窦性心动过速,心血管内科,,,,,,,,,,,,,,,,,,
房性心动过速伴房室传导阻滞,心血管内科,,,,,,,,,,,,,,,,,,
加速性房性逸搏心律,心血管内科,,,,,,,,,,,,,,,,,,
心房内传导阻滞,心血管内科,,,,,,,,,,,,,,,,,,
室性逸搏及室性逸搏心律,心血管内科,,,,,,,,,,,,,,,,,,
双侧束支传导阻滞,心血管内科,,,,,,,,,,,,,,,,,,
盐敏感性高血压,心血管内科,,,,,,,,,,,,,,,,,,
心脏骤停与心肺脑复苏,心血管内科,,,,,,,,,,,,,,,,,,
室性并行心律及室性并行心律性心动过速,心血管内科,,,,,,,,,,,,,,,,,,
心室扑动和心室颤动,心血管内科,,,,,,,,,,,,,,,,,,
房室结折返性心动过速,心血管内科,,,,,,,,,,,,,,,,,,
特发性心室颤动,心血管内科,,,,,,,,,,,,,,,,,,
右室心肌梗死,心血管内科,,,,,,,,,,,,,,,,,,
家族性混合型高脂血症,心血管内科,,,,,,,,,,,,,,,,,,
急性右侧心力衰竭,心血管内科,,,,,,,,,,,,,,,,,,
房室折返性心动过速,心血管内科,,,,,,,,,,,,,,,,,,
长Q-T间期综合征,心血管内科,,,,,,,,,,,,,,,,,,
淀粉样变心肌病,心血管内科,,,,,,,,,,,,,,,,,,
特发性室性心动过速,心血管内科,,,,,,,,,,,,,,,,,,
高脂蛋白血症Ⅰ型,心血管内科,,,,,,,,,,,,,,,,,,
多源性房性心动过速,心血管内科,,,,,,,,,,,,,,,,,,
窦房折返性心动过速,心血管内科,,,,,,,,,,,,,,,,,,
左心房心律,心血管内科,,,,,,,,,,,,,,,,,,
肾上腺素能依赖性尖端扭转性室性心动过速,心血管内科,,,,,,,,,,,,,,,,,,
心房心肌梗死,心血管内科,,,,,,,,,,,,,,,,,,
高脂蛋白血症Ⅱ型,心血管内科,,,,,,,,,,,,,,,,,,
自律性房性心动过速,心血管内科,,,,,,,,,,,,,,,,,,
放射性心包炎,心血管内科,,,,,,,,,,,,,,,,,,
加速性室性自主心律,心血管内科,,,,,,,,,,,,,,,,,,
高脂蛋白血症Ⅳ型,心血管内科,,,,,,,,,,,,,,,,,,
双向性室性心动过速,心血管内科,,,,,,,,,,,,,,,,,,
窦性期前收缩,心血管内科,,,,,,,,,,,,,,,,,,
房性逸搏和房性逸搏心律,心血管内科,,,,,,,,,,,,,,,,,,
高脂蛋白血症Ⅲ型,心血管内科,,,,,,,,,,,,,,,,,,
非阵发性交接区性心动过速,心血管内科,,,,,,,,,,,,,,,,,,
老年人心内膜炎,心血管内科,,,,,,,,,,,,,,,,,,
家族性异常β脂蛋白血症,心血管内科,,,,,,,,,,,,,,,,,,
全身性特发性毛细血管扩张症,心血管内科,,,,,,,,,,,,,,,,,,
房室交接区性期前收缩,心血管内科,,,,,,,,,,,,,,,,,,
缺血性多形性室性心动过速,心血管内科,,,,,,,,,,,,,,,,,,
窦室传导,心血管内科,,,,,,,,,,,,,,,,,,
心房内折返性心动过速,心血管内科,,,,,,,,,,,,,,,,,,
持续性交接区折返性心动过速,心血管内科,,,,,,,,,,,,,,,,,,
间歇依赖型尖端扭转型室性心动过速,心血管内科,,,,,,,,,,,,,,,,,,
高动力性循环,心血管内科,,,,,,,,,,,,,,,,,,
妊娠性心肌梗死,心血管内科,,,,,,,,,,,,,,,,,,
慢性自律性房性心动过速,心血管内科,,,,,,,,,,,,,,,,,,
高脂蛋白血症Ⅴ型,心血管内科,,,,,,,,,,,,,,,,,,
急性特发性心包炎,心血管内科,,,,,,,,,,,,,,,,,,
房室交接区逸搏和逸搏心律,心血管内科,,,,,,,,,,,,,,,,,,
心包囊肿与心包憩室,心血管内科,,,,,,,,,,,,,,,,,,
显微型多血管炎,心血管内科,,,,,,,,,,,,,,,,,,
束支折返性室性心动过速,心血管内科,,,,,,,,,,,,,,,,,,
左束支中隔支传导阻滞,心血管内科,,,,,,,,,,,,,,,,,,
戈登综合征,心血管内科,,,,,,,,,,,,,,,,,,
双分支阻滞,心血管内科,,,,,,,,,,,,,,,,,,
老年人乳头肌功能不全和断裂,心血管内科,,,,,,,,,,,,,,,,,,
心室静止,心血管内科,,,,,,,,,,,,,,,,,,
获得性高脂蛋白血症,心血管内科,,,,,,,,,,,,,,,,,,
肺动脉瓣关闭不全,心血管内科,,,,,,,,,,,,,,,,,,
心脏瓣膜病,心血管内科,,,,,,,,,,,,,,,,,,
H型高血压,心血管内科,,,,,,,,,,,,,,,,,,
围生期心肌病,心血管内科 产科,,,,,,,,,,,,,,,,,,
小儿高血压,心血管内科 儿科,,,,,,,,,,,,,,,,,,
先天性风疹,心血管内科 儿科,,,,,,,,,,,,,,,,,,
新生儿心肌炎,心血管内科 儿科,,,,,,,,,,,,,,,,,,
小儿充血性心力衰竭,心血管内科 儿科,,,,,,,,,,,,,,,,,,
左心发育不良,心血管内科 儿科,,,,,,,,,,,,,,,,,,
获得性免疫缺陷综合征的心血管损害,心血管内科 儿科,,,,,,,,,,,,,,,,,,
小儿手-心畸形综合征,心血管内科 儿科,,,,,,,,,,,,,,,,,,
心室肌致密化不全,心血管内科 儿科,,,,,,,,,,,,,,,,,,
心内膜弹性纤维增生症,心血管内科 儿科,,,,,,,,,,,,,,,,,,
莱特雷尔-西韦病,心血管内科 儿科,,,,,,,,,,,,,,,,,,
小儿心面综合征,心血管内科 儿科,,,,,,,,,,,,,,,,,,
婴儿青铜综合征,心血管内科 儿科,,,,,,,,,,,,,,,,,,
小儿脊髓前动脉综合征,心血管内科 儿科,,,,,,,,,,,,,,,,,,
小儿结核性心包炎,心血管内科 儿科,,,,,,,,,,,,,,,,,,
风湿性心脏病,心血管内科 风湿科,,,,,,,,,,,,,,,,,,
Zieve综合征,心血管内科 肝病,,,,,,,,,,,,,,,,,,
慢性肺源性心脏病,心血管内科 呼吸内科,,,,,,,,,,,,,,,,,,
肺心病,心血管内科 呼吸内科,,,,,,,,,,,,,,,,,,
损伤性休克,心血管内科 急诊科,,,,,,,,,,,,,,,,,,
药物性心肌病,心血管内科 急诊科,,,,,,,,,,,,,,,,,,
老年人高血压,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人心力衰竭,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人低血压,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人心房纤颤,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人心肌梗死,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人高脂血症,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人急性左心衰竭,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人心脏传导阻滞,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人稳定型心绞痛,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人不稳定型心绞痛,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人缺血性心肌病,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人无症状性心肌缺血,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人风湿性心脏病,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人阵发性室上性心动过速,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人变异型心绞痛,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人室性心动过速,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人室性期前收缩,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人扩张型心肌病,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人恶性心包积液,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人病态窦房结综合征,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人酒精性心脏病,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人上腔静脉受压综合征,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人肥厚型心肌病,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人心房扑动,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人先天性心血管疾病,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人期前收缩,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人预激综合征,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人心室扑动与颤动,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人心脏淀粉样变性,心血管内科 老年科,,,,,,,,,,,,,,,,,,
老年人黏液性瓣膜病,心血管内科 老年科,,,,,,,,,,,,,,,,,,
高血压脑病,心血管内科 脑外科,,,,,,,,,,,,,,,,,,
甲状腺功能减退性心肌病,心血管内科 内分泌科,,,,,,,,,,,,,,,,,,
甲状腺功能亢进性心肌病,心血管内科 内分泌科,,,,,,,,,,,,,,,,,,
糖尿病心肌病,心血管内科 内分泌科,,,,,,,,,,,,,,,,,,
老年人甲减性心脏病,心血管内科 内分泌科,,,,,,,,,,,,,,,,,,
甲状旁腺功能减退性心肌病,心血管内科 内分泌科,,,,,,,,,,,,,,,,,,
甲状旁腺功能亢进性心肌病,心血管内科 内分泌科,,,,,,,,,,,,,,,,,,
老年人甲亢性心脏病,心血管内科 内分泌科,,,,,,,,,,,,,,,,,,
肢端肥大症性心肌病,心血管内科 内分泌科,,,,,,,,,,,,,,,,,,
肾上腺皮质功能减退性心脏病,心血管内科 内分泌科,,,,,,,,,,,,,,,,,,
老年人糖尿病性心脏病,心血管内科 内分泌科,,,,,,,,,,,,,,,,,,
利德尔综合征,心血管内科 内分泌科,,,,,,,,,,,,,,,,,,
肾动脉粥样栓塞,心血管内科 内科,,,,,,,,,,,,,,,,,,
妊娠合并心房间隔缺损,心血管内科 内科,,,,,,,,,,,,,,,,,,
妊娠合并动脉导管未闭,心血管内科 内科,,,,,,,,,,,,,,,,,,
小儿低心排出量综合征,心血管内科 内科,,,,,,,,,,,,,,,,,,
烧伤后心功能障碍,心血管内科 烧伤科,,,,,,,,,,,,,,,,,,
心脏神经官能症,心血管内科 神经内科,,,,,,,,,,,,,,,,,,
老年人脑心综合征,心血管内科 神经内科,,,,,,,,,,,,,,,,,,
老年人原发性高血压引起的良性小动脉肾硬化,心血管内科 肾内科,,,,,,,,,,,,,,,,,,
尿毒症性心肌病,心血管内科 肾内科,,,,,,,,,,,,,,,,,,
尿毒症性心包炎,心血管内科 肾内科,,,,,,,,,,,,,,,,,,
心血管疾病伴发的精神障碍,心血管内科 心理咨询,,,,,,,,,,,,,,,,,,
动脉硬化,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
心脏病,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
心肌炎,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
冠心病,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
心肌梗塞,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
高血压,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
先天性心脏病,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
窦性心动过速,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
阵发性室上性心动过速,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
房室传导阻滞,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
慢性心力衰竭,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
扩张型心肌病,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
主动脉瓣关闭不全,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
心肌病,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
预激综合征,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
主动脉硬化,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
二尖瓣狭窄,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
阵发性室性心动过速,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
房间隔缺损,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
病态窦房结综合征,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
三尖瓣关闭不全,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
心衰,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
动脉导管未闭,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
肥厚型梗阻性心肌病,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
克山病,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
肥厚型心肌病,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
主动脉瓣狭窄,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
窦性停搏,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
心室内传导阻滞,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
二尖瓣脱垂综合征,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
高血压性心肌病,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
动脉炎,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
酒精性心肌病,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
亚急性感染性心内膜炎,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
急性心包炎,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
脚气病性心脏病,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
先天性动脉导管未闭,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
梅毒性心血管病,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
法洛四联症,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
心尖肥厚型心肌病,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
结核性心包炎,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
痛风性心肌病,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
慢性心包炎,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
三尖瓣狭窄,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
肥胖性心肌病,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
冠状动脉瘤,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
二尖瓣环钙化,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
老年性心瓣膜病,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
老年心肌病,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
慢性缩窄性心包炎,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
主动脉瓣狭窄合并关闭不全,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
三尖瓣下移畸形,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
限制型心肌病,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
心脏内粘液瘤,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
心肌梗塞并发心室间隔穿破,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
限制型心脏病,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
肺动脉口狭窄,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
急性感染性心内膜炎,心血管内科 心胸外科,,,,,,,,,,,,,,,,,,
